# Frequency Ratio Error
1.508000000000000114e+02 9.541684371788051733e-01 5.867650703878176527e-03
1.508499999999999943e+02 9.526455121262499270e-01 5.844143706899942656e-03
1.509000000000000057e+02 9.514298227154639465e-01 5.836186164584892741e-03
1.509500000000000171e+02 9.506840787647361513e-01 5.837132597412300269e-03
1.510000000000000000e+02 9.505564609230802153e-01 5.837839520409178473e-03
1.510500000000000114e+02 9.511664679248735821e-01 5.827189517134592073e-03
1.510999999999999943e+02 9.525902967897499352e-01 5.793769565118340840e-03
1.511500000000000057e+02 9.548482556151930423e-01 5.728373730108160707e-03
1.512000000000000171e+02 9.578970370177051219e-01 5.626558918333185791e-03
1.512500000000000000e+02 9.616291347520452559e-01 5.490339223672535685e-03
1.513000000000000114e+02 9.658802738306676572e-01 5.328303288291320015e-03
1.513499999999999943e+02 9.704438669292292374e-01 5.153915133514461004e-03
1.514000000000000057e+02 9.750898869350805853e-01 4.982400418716965290e-03
1.514500000000000171e+02 9.795847548683770389e-01 4.827258396288775302e-03
1.515000000000000000e+02 9.837090946848903172e-01 4.697787631227496631e-03
1.515500000000000114e+02 9.872712600876882849e-01 4.598728631734676567e-03
1.515999999999999943e+02 9.901158899278109660e-01 4.532147225492660393e-03
1.516500000000000057e+02 9.921279147328293524e-01 4.500507143399557798e-03
1.517000000000000171e+02 9.932331443495927559e-01 4.509234261145857528e-03
1.517500000000000000e+02 9.933967810777492025e-01 4.567268599954008544e-03
1.518000000000000114e+02 9.926210433021687152e-01 4.684966867719206861e-03
1.518499999999999943e+02 9.909427162961056412e-01 4.869979089791910860e-03
1.519000000000000057e+02 9.884310075041762289e-01 5.122905697083656937e-03
1.519500000000000171e+02 9.851856614118964517e-01 5.434797443304212675e-03
1.520000000000000000e+02 9.813349340732600012e-01 5.787472013375438880e-03
1.520500000000000114e+02 9.770327758266120766e-01 6.156081566336612902e-03
1.520999999999999943e+02 9.724544653999731558e-01 6.512645839379514745e-03
1.521500000000000057e+02 9.677900325365186296e-01 6.829539067966458772e-03
1.522000000000000171e+02 9.632351442154543086e-01 7.082484796327771955e-03
1.522500000000000000e+02 9.589797087866284153e-01 7.252946314351087394e-03
1.523000000000000114e+02 9.551951792968708110e-01 7.329860623803361938e-03
1.523499999999999943e+02 9.520222116597367723e-01 7.310613399948406518e-03
1.524000000000000057e+02 9.495606927316901924e-01 7.201127423835322616e-03
1.524500000000000171e+02 9.478639830653577958e-01 7.014992124354779354e-03
1.525000000000000000e+02 9.469384793471111728e-01 6.771688552703733141e-03
1.525500000000000114e+02 9.467484884309252946e-01 6.494119736120753349e-03
1.525999999999999943e+02 9.472252850663611667e-01 6.205793667956627756e-03
1.526500000000000057e+02 9.482784677285212016e-01 5.928093905291106566e-03
1.527000000000000171e+02 9.498075328721721222e-01 5.678093868753346547e-03
1.527500000000000000e+02 9.517119232903060722e-01 5.467302050901948728e-03
1.528000000000000114e+02 9.538984602606063179e-01 5.301534017007046920e-03
1.528499999999999943e+02 9.562857821508596867e-01 5.181802644218263913e-03
1.529000000000000057e+02 9.588059876610920407e-01 5.105810508260861906e-03
1.529500000000000171e+02 9.614040340045868493e-01 5.069486750529158571e-03
1.530000000000000000e+02 9.640355795391591931e-01 5.068120004194121356e-03
1.530500000000000114e+02 9.666639497095881328e-01 5.096917578481947528e-03
1.530999999999999943e+02 9.692568176602515129e-01 5.151099020134166165e-03
1.531500000000000057e+02 9.717830828965011714e-01 5.225783034780604082e-03
1.532000000000000171e+02 9.742103327576424610e-01 5.315923065155446318e-03
1.532500000000000000e+02 9.765031867172727642e-01 5.416434327498631865e-03
1.533000000000000114e+02 9.786227387200979733e-01 5.522506604552248483e-03
1.533499999999999943e+02 9.805272055343005055e-01 5.629978658975679472e-03
1.534000000000000057e+02 9.821737410283443159e-01 5.735603564474684585e-03
1.534500000000000171e+02 9.835211864220564371e-01 5.837072181199723202e-03
1.535000000000000000e+02 9.845333219531096081e-01 5.932768507757946522e-03
1.535500000000000114e+02 9.851820214861417568e-01 6.021362109529805953e-03
1.536000000000000227e+02 9.854496563708680101e-01 6.101435581267641330e-03
1.536500000000000057e+02 9.853301983069548964e-01 6.171342043819052353e-03
1.537000000000000171e+02 9.848287332650773607e-01 6.229378423160143903e-03
1.537500000000000000e+02 9.839594574253774928e-01 6.274199892631647686e-03
1.538000000000000114e+02 9.827425766904166471e-01 6.305280683257161699e-03
1.538500000000000227e+02 9.812007706458869549e-01 6.323212776697685264e-03
1.539000000000000057e+02 9.793559531777098481e-01 6.329726938245470828e-03
1.539500000000000171e+02 9.772269730744257421e-01 6.327462750374658954e-03
1.540000000000000000e+02 9.748287057294093838e-01 6.319631686161323973e-03
1.540500000000000114e+02 9.721727623004486896e-01 6.309756841221643257e-03
1.541000000000000227e+02 9.692698369301295802e-01 6.301619821472096566e-03
1.541500000000000057e+02 9.661335418621826987e-01 6.299420999737381441e-03
1.542000000000000171e+02 9.627854275867097078e-01 6.308010267657341782e-03
1.542500000000000000e+02 9.592607164385960061e-01 6.332929313865293293e-03
1.543000000000000114e+02 9.556140643930065570e-01 6.379983009480612137e-03
1.543500000000000227e+02 9.519244080588094015e-01 6.454177228198821996e-03
1.544000000000000057e+02 9.482977061830586418e-01 6.558133808997252713e-03
1.544500000000000171e+02 9.448662670215736137e-01 6.690437318795931960e-03
1.545000000000000000e+02 9.417835330206846267e-01 6.844590417681195409e-03
1.545500000000000114e+02 9.392138234856807211e-01 7.009160505273553422e-03
1.546000000000000227e+02 9.373176348151024406e-01 7.169278573196971073e-03
1.546500000000000057e+02 9.362344459425653298e-01 7.309127113343356734e-03
1.547000000000000171e+02 9.360661024087052473e-01 7.414712736081127860e-03
1.547500000000000000e+02 9.368642045324393486e-01 7.476192570344162083e-03
1.548000000000000114e+02 9.386241822539301838e-01 7.489252051500864399e-03
1.548500000000000227e+02 9.412870640486131757e-01 7.455366920361750950e-03
1.549000000000000057e+02 9.447479648187872003e-01 7.381085550997484521e-03
1.549500000000000171e+02 9.488687894114805621e-01 7.276653906841284471e-03
1.550000000000000000e+02 9.534920652794702800e-01 7.154352403139972900e-03
1.550500000000000114e+02 9.584531961165617675e-01 7.026853430924754652e-03
1.551000000000000227e+02 9.635894092887768991e-01 6.905799947972133743e-03
1.551500000000000057e+02 9.687447888721872902e-01 6.800704876227146693e-03
1.552000000000000171e+02 9.737717047482444821e-01 6.718206884371940267e-03
1.552500000000000000e+02 9.785295393208910397e-01 6.661688854546907873e-03
1.553000000000000114e+02 9.828819172165673690e-01 6.631251833313005738e-03
1.553500000000000227e+02 9.866937715419604737e-01 6.624022306364620548e-03
1.554000000000000057e+02 9.898296290767027994e-01 6.634751007816624448e-03
1.554500000000000171e+02 9.921544906745084491e-01 6.656644650323758142e-03
1.555000000000000000e+02 9.935385497098393470e-01 6.682362012266037862e-03
1.555500000000000114e+02 9.938665698479658417e-01 6.705093731986726951e-03
1.556000000000000227e+02 9.930518463300588294e-01 6.719614945352416630e-03
1.556500000000000057e+02 9.910532262647743229e-01 6.723148072534716919e-03
1.557000000000000171e+02 9.878918928876845307e-01 6.715827347241175652e-03
1.557500000000000000e+02 9.836631926372833012e-01 6.700574681197108209e-03
1.558000000000000114e+02 9.785386605356541923e-01 6.682329127652317409e-03
1.558500000000000227e+02 9.727552860967998427e-01 6.666802781430272370e-03
1.559000000000000057e+02 9.665927139927713574e-01 6.659149045248241409e-03
1.559500000000000171e+02 9.603430573646793977e-01 6.662973860377355284e-03
1.560000000000000000e+02 9.542803882064302412e-01 6.679944150985468211e-03
1.560500000000000114e+02 9.486365962323636269e-01 6.709963930690655831e-03
1.561000000000000227e+02 9.435875604037702313e-01 6.751682093717562526e-03
1.561500000000000057e+02 9.392500116761313134e-01 6.803062410867110645e-03
1.562000000000000171e+02 9.356866867140648525e-01 6.861840962705247245e-03
1.562500000000000000e+02 9.329161570014833371e-01 6.925816236859011141e-03
1.563000000000000114e+02 9.309239144048867542e-01 6.992995245460664928e-03
1.563500000000000227e+02 9.296722741028836667e-01 7.061646528986617079e-03
1.564000000000000057e+02 9.291078054339981795e-01 7.130308818868461018e-03
1.564500000000000171e+02 9.291659640868586978e-01 7.197793292063122891e-03
1.565000000000000000e+02 9.297732735918293745e-01 7.263207241184343153e-03
1.565500000000000114e+02 9.308478313124393111e-01 7.326017311004276791e-03
1.566000000000000227e+02 9.322991630025978527e-01 7.386156240814082709e-03
1.566500000000000057e+02 9.340285459247360533e-01 7.444153598840050692e-03
1.567000000000000171e+02 9.359308266704365886e-01 7.501238936530508009e-03
1.567500000000000000e+02 9.378984101700641451e-01 7.559335895006557074e-03
1.568000000000000114e+02 9.398274710423349942e-01 7.620859637815478177e-03
1.568500000000000227e+02 9.416256454610963944e-01 7.688270508004252032e-03
1.569000000000000057e+02 9.432197594530025153e-01 7.763427869513610247e-03
1.569500000000000171e+02 9.445618539057869523e-01 7.846896187423428246e-03
1.570000000000000000e+02 9.456320675526875830e-01 7.937417426361175962e-03
1.570500000000000114e+02 9.464377516291684334e-01 8.031729637151452730e-03
1.571000000000000227e+02 9.470091723740174938e-01 8.124790220322799725e-03
1.571500000000000057e+02 9.473929061130229590e-01 8.210322890871122464e-03
1.572000000000000171e+02 9.476443042749799206e-01 8.281526405939610910e-03
1.572500000000000000e+02 9.478202164631404081e-01 8.331789477018826384e-03
1.573000000000000114e+02 9.479727070896458718e-01 8.355322772859833519e-03
1.573500000000000227e+02 9.481440214945794365e-01 8.347695752616584100e-03
1.574000000000000057e+02 9.483627150383047155e-01 8.306315679101207439e-03
1.574500000000000171e+02 9.486407147825954844e-01 8.230894267230627268e-03
1.575000000000000000e+02 9.489711229844095541e-01 8.123915351867077791e-03
1.575500000000000114e+02 9.493267425341566090e-01 7.991051506481701081e-03
1.576000000000000227e+02 9.496595419469312516e-01 7.841389303216476925e-03
1.576500000000000057e+02 9.499015091684173129e-01 7.687235934368346311e-03
1.577000000000000171e+02 9.499674850049845132e-01 7.543248063845959563e-03
1.577500000000000000e+02 9.497605255497797438e-01 7.424734811482616020e-03
1.578000000000000114e+02 9.491800425077296932e-01 7.345314863322586520e-03
1.578500000000000227e+02 9.481324014920267107e-01 7.314588890616917360e-03
1.579000000000000057e+02 9.465429315012645617e-01 7.336813555468993039e-03
1.579500000000000171e+02 9.443676544600368983e-01 7.411326538645269212e-03
1.580000000000000000e+02 9.416027779838451739e-01 7.534616644522557777e-03
1.580500000000000114e+02 9.382903065180562274e-01 7.702989451186949277e-03
1.581000000000000227e+02 9.345189719562843056e-01 7.914433994647657872e-03
1.581500000000000057e+02 9.304207539599953503e-01 8.168758491112244544e-03
1.582000000000000171e+02 9.261641169046305189e-01 8.465978873984054270e-03
1.582500000000000000e+02 9.219453999739519734e-01 8.803776235632098171e-03
1.583000000000000114e+02 9.179794854481289068e-01 9.175198908992708222e-03
1.583500000000000227e+02 9.144901307147440539e-01 9.567572773406661513e-03
1.584000000000000057e+02 9.116995292572590559e-01 9.963009895193421228e-03
1.584500000000000171e+02 9.098161337593593245e-01 1.034033705963510220e-02
1.585000000000000000e+02 9.090198317719180299e-01 1.067795131381817086e-02
1.585500000000000114e+02 9.094443826305369516e-01 1.095704077861527417e-02
1.586000000000000227e+02 9.111585556813928122e-01 1.116462578645919905e-02
1.586500000000000057e+02 9.141492630332086478e-01 1.129586087783699365e-02
1.587000000000000171e+02 9.183113678498362464e-01 1.135501820162168087e-02
1.587500000000000000e+02 9.234487958265644725e-01 1.135468647131066509e-02
1.588000000000000114e+02 9.292894663775415065e-01 1.131310358243209531e-02
1.588500000000000227e+02 9.355127610192601750e-01 1.125017888882197045e-02
1.589000000000000057e+02 9.417842529289222053e-01 1.118338557234494109e-02
1.589500000000000171e+02 9.477901281587346460e-01 1.112489089592067285e-02
1.590000000000000000e+02 9.532642337474384053e-01 1.108079309099707470e-02
