# Frequency Ratio Error
1.415999999999999943e+02 9.688008672849511838e-01 5.953810385334887614e-03
1.416500000000000057e+02 9.678998214099813202e-01 5.879700712109332296e-03
1.417000000000000171e+02 9.668338431827758761e-01 5.830940546344171027e-03
1.417500000000000000e+02 9.656104466533442787e-01 5.812593493171338416e-03
1.418000000000000114e+02 9.642687787028422219e-01 5.827993272286649887e-03
1.418499999999999943e+02 9.628784961073529880e-01 5.877972910456556038e-03
1.419000000000000057e+02 9.615335654589870495e-01 5.960170965801391864e-03
1.419500000000000171e+02 9.603420872844625755e-01 6.068920343471433804e-03
1.420000000000000000e+02 9.594144142491164429e-01 6.195956567714019751e-03
1.420500000000000114e+02 9.588520882055086014e-01 6.331697344670662517e-03
1.420999999999999943e+02 9.587393975595329687e-01 6.466543570920156581e-03
1.421500000000000057e+02 9.591381145484989545e-01 6.591733294507750446e-03
1.422000000000000171e+02 9.600848419549705692e-01 6.699607723692989000e-03
1.422500000000000000e+02 9.615898041549364450e-01 6.783463922799260609e-03
1.423000000000000114e+02 9.636359420542055521e-01 6.837320100341796533e-03
1.423499999999999943e+02 9.661776614624469905e-01 6.855899154889951060e-03
1.424000000000000057e+02 9.691393104424527172e-01 6.835006920435149347e-03
1.424500000000000171e+02 9.724142061587680574e-01 6.772307681663124364e-03
1.425000000000000000e+02 9.758655899474475426e-01 6.668325780140231182e-03
1.425500000000000114e+02 9.793310430998558580e-01 6.527363033883516220e-03
1.425999999999999943e+02 9.826314495020158635e-01 6.357956753681037396e-03
1.426500000000000057e+02 9.855844928371270131e-01 6.172558506066342342e-03
1.427000000000000171e+02 9.880211664821968442e-01 5.986318408775161311e-03
1.427500000000000000e+02 9.898024175166566518e-01 5.815180005278999115e-03
1.428000000000000114e+02 9.908325155815250751e-01 5.673795714278075629e-03
1.428499999999999943e+02 9.910664169082177288e-01 5.573869125278156297e-03
1.429000000000000057e+02 9.905100767955896668e-01 5.523300795883890127e-03
1.429500000000000171e+02 9.892146246223466610e-01 5.526072995505951907e-03
1.430000000000000000e+02 9.872667385512913230e-01 5.582472820612812726e-03
1.430500000000000114e+02 9.847779911650593743e-01 5.689267193264489937e-03
1.430999999999999943e+02 9.818754499435370375e-01 5.839737367105871969e-03
1.431500000000000057e+02 9.786948135271356097e-01 6.023759113673744087e-03
1.432000000000000171e+02 9.753762906608444139e-01 6.228165828076868277e-03
1.432500000000000000e+02 9.720625708380407071e-01 6.437489231426210892e-03
1.433000000000000114e+02 9.688976987707010879e-01 6.635004162438039484e-03
1.433499999999999943e+02 9.660254531279801604e-01 6.803925950653518309e-03
1.434000000000000057e+02 9.635859396325890946e-01 6.928623449547943215e-03
1.434500000000000171e+02 9.617095648417349762e-01 6.995763967519635050e-03
1.435000000000000000e+02 9.605083729851481289e-01 6.995352369198408644e-03
1.435500000000000114e+02 9.600658056106864402e-01 6.921645371482982104e-03
1.435999999999999943e+02 9.604269848180666536e-01 6.773907699040356001e-03
1.436500000000000057e+02 9.615921604381257870e-01 6.556931576786262199e-03
1.437000000000000171e+02 9.635155836159632337e-01 6.281182355332947699e-03
1.437500000000000000e+02 9.661107200940003414e-01 5.962395941290660542e-03
1.438000000000000114e+02 9.692608665703381643e-01 5.620473277643317153e-03
1.438499999999999943e+02 9.728326819932546776e-01 5.277605406819438696e-03
1.439000000000000057e+02 9.766895523646563770e-01 4.955714757170152050e-03
1.439500000000000171e+02 9.807022095571293896e-01 4.673524676047186195e-03
1.440000000000000000e+02 9.847552293747807717e-01 4.443875651606028591e-03
1.440500000000000114e+02 9.887493413517803864e-01 4.272161502382721375e-03
1.440999999999999943e+02 9.926004391409535277e-01 4.156621014930529136e-03
1.441500000000000057e+02 9.962366321489217746e-01 4.090467232316946471e-03
1.442000000000000171e+02 9.995947105136714361e-01 4.064865793977956270e-03
1.442500000000000000e+02 1.002617179310637763e+00 4.071377917770295680e-03
1.443000000000000114e+02 1.005250697002069593e+00 4.102958614900242135e-03
1.443499999999999943e+02 1.007446396065097005e+00 4.153497121845015766e-03
1.444000000000000057e+02 1.009162178975315127e+00 4.216615119376385459e-03
1.444500000000000171e+02 1.010366662733870990e+00 4.284699950117439905e-03
1.445000000000000000e+02 1.011044013082232240e+00 4.348907333777638287e-03
1.445500000000000114e+02 1.011198547118237201e+00 4.400279495771031862e-03
1.445999999999999943e+02 1.010857819836533444e+00 4.431505561656070256e-03
1.446500000000000057e+02 1.010073067616080067e+00 4.438510731681119884e-03
1.447000000000000171e+02 1.008916391941060864e+00 4.421126388273607759e-03
1.447500000000000000e+02 1.007474816576823029e+00 4.382496320472677523e-03
1.448000000000000114e+02 1.005842103684914557e+00 4.327439456083779015e-03
1.448499999999999943e+02 1.004109710634005559e+00 4.260491387917029159e-03
1.449000000000000057e+02 1.002358357519627541e+00 4.184545106527141727e-03
1.449500000000000171e+02 1.000651378232183086e+00 4.100760509940435533e-03
1.450000000000000000e+02 9.990305114307653778e-01 4.009812723904949625e-03
1.450500000000000114e+02 9.975142626219911657e-01 3.913930455564076406e-03
1.450999999999999943e+02 9.960985924344535336e-01 3.818837081743832029e-03
1.451500000000000057e+02 9.947595184612700869e-01 3.734693601208219360e-03
1.452000000000000171e+02 9.934572300436875780e-01 3.675340869720834444e-03
1.452500000000000000e+02 9.921414288501454459e-01 3.655571904382451560e-03
1.453000000000000114e+02 9.907577321484037913e-01 3.687033123361997417e-03
1.453499999999999943e+02 9.892550285181055392e-01 3.774488761351765809e-03
1.454000000000000057e+02 9.875935948491788574e-01 3.914535716752655728e-03
1.454500000000000171e+02 9.857535351018976710e-01 4.097509597590198727e-03
1.455000000000000000e+02 9.837426998172160708e-01 4.311235612715382838e-03
1.455500000000000114e+02 9.816027816875682044e-01 4.544387804433479457e-03
1.455999999999999943e+02 9.794119439492798840e-01 4.787952935185825314e-03
1.456500000000000057e+02 9.772823840330671086e-01 5.034629541519037611e-03
1.457000000000000171e+02 9.753518927249181791e-01 5.277068427709102720e-03
1.457500000000000000e+02 9.737697660991742055e-01 5.506345795368147375e-03
1.458000000000000114e+02 9.726790487765071269e-01 5.711809956398697201e-03
1.458499999999999943e+02 9.721984111043514565e-01 5.882578170119933184e-03
1.459000000000000057e+02 9.724073441351933633e-01 6.009999162714180047e-03
1.459500000000000171e+02 9.733375196972754440e-01 6.089915867299342152e-03
1.460000000000000000e+02 9.749714180290404153e-01 6.123741846033918523e-03
1.460500000000000114e+02 9.772474058077179615e-01 6.117954000464873900e-03
1.460999999999999943e+02 9.800690832578750067e-01 6.082234583572469593e-03
1.461500000000000057e+02 9.833162662868458748e-01 6.026929134634745507e-03
1.462000000000000171e+02 9.868553295952033899e-01 5.960646024065257599e-03
1.462500000000000000e+02 9.905474407270689063e-01 5.888713714724534178e-03
1.463000000000000114e+02 9.942540785474601739e-01 5.812884334262495220e-03
1.463499999999999943e+02 9.978399117264556972e-01 5.732240821627860791e-03
1.464000000000000057e+02 1.001173542584838483e+00 5.644895429533690334e-03
1.464500000000000171e+02 1.004126843699040483e+00 5.549886877127424047e-03
1.465000000000000000e+02 1.006573718067739431e+00 5.448697667348897239e-03
1.465500000000000114e+02 1.008389179485148723e+00 5.345934667530894378e-03
1.465999999999999943e+02 1.009449721169257019e+00 5.248879046805158405e-03
1.466500000000000057e+02 1.009636005596273867e+00 5.165856007688203293e-03
1.467000000000000171e+02 1.008838887030504283e+00 5.103807011198386104e-03
1.467500000000000000e+02 1.006969518879079262e+00 5.066052439982456426e-03
1.468000000000000114e+02 1.003973604511877671e+00 5.051668110002656767e-03
1.468499999999999943e+02 9.998485750271230987e-01 5.057606184369273401e-03
1.469000000000000057e+02 9.946607014686474901e-01 5.083430688327467833e-03
1.469500000000000171e+02 9.885573887606077248e-01 5.136739196810681009e-03
1.470000000000000000e+02 9.817691472689074050e-01 5.235837600680381433e-03
1.470500000000000114e+02 9.745970812492152913e-01 5.406146868966095823e-03
1.470999999999999943e+02 9.673855165334733774e-01 5.669679132185832110e-03
1.471500000000000057e+02 9.604844683559525809e-01 6.032568118928718741e-03
1.472000000000000171e+02 9.542106092371192005e-01 6.478896634750074164e-03
1.472500000000000000e+02 9.488160094962976299e-01 6.974601229816643558e-03
1.473000000000000114e+02 9.444708058366083625e-01 7.477517262420044393e-03
1.473499999999999943e+02 9.412608798440873503e-01 7.947195549758284683e-03
1.474000000000000057e+02 9.391971821786964103e-01 8.351085922964872343e-03
1.474500000000000171e+02 9.382311981053536032e-01 8.666995224292622924e-03
1.475000000000000000e+02 9.382713090263082867e-01 8.883105609266249078e-03
1.475500000000000114e+02 9.391964957279231863e-01 8.996849926603036826e-03
1.475999999999999943e+02 9.408658387208320706e-01 9.013499674747963569e-03
1.476500000000000057e+02 9.431239040548443642e-01 8.944870395968819096e-03
1.477000000000000171e+02 9.458031491625223941e-01 8.808213277975211059e-03
1.477500000000000000e+02 9.487250174545295289e-01 8.625150843740179984e-03
1.478000000000000114e+02 9.517015513195744569e-01 8.420421486185146812e-03
1.478499999999999943e+02 9.545392146997773164e-01 8.220226408803288712e-03
1.479000000000000057e+02 9.570461628031841084e-01 8.050128023751983164e-03
1.479500000000000171e+02 9.590433795511940085e-01 7.932690950827284149e-03
1.480000000000000000e+02 9.603789494343075717e-01 7.885257754617867876e-03
1.480500000000000114e+02 9.609434461938421990e-01 7.918246908137279230e-03
1.480999999999999943e+02 9.606834172918188308e-01 8.034129821803522031e-03
1.481500000000000057e+02 9.596097072299539787e-01 8.227021276107044506e-03
1.482000000000000171e+02 9.577981908127066735e-01 8.482858721965908302e-03
1.482500000000000000e+02 9.553822350941111319e-01 8.780358514289401256e-03
1.483000000000000114e+02 9.525382668275812481e-01 9.092957047492378556e-03
1.483499999999999943e+02 9.494673983466322964e-01 9.391625581189928448e-03
1.484000000000000057e+02 9.463766042620113117e-01 9.648050662471907221e-03
1.484500000000000171e+02 9.434623932854077077e-01 9.837526982548970220e-03
1.485000000000000000e+02 9.408986824579783637e-01 9.941079231127868815e-03
1.485500000000000114e+02 9.388292181818594928e-01 9.946643867906630049e-03
1.485999999999999943e+02 9.373638396121778404e-01 9.849410389787658163e-03
1.486500000000000057e+02 9.365773326542138344e-01 9.651557453199774428e-03
1.487000000000000171e+02 9.365095485348005067e-01 9.361630776404847656e-03
1.487500000000000000e+02 9.371657275520192121e-01 8.993746792567619552e-03
1.488000000000000114e+02 9.385164390072648910e-01 8.566718097823717085e-03
1.488499999999999943e+02 9.404971237561883246e-01 8.103117511871059386e-03
1.489000000000000057e+02 9.430078353995694496e-01 7.628243530200255057e-03
1.489500000000000171e+02 9.459143338124783584e-01 7.168921252834936121e-03
1.490000000000000000e+02 9.490520438156713201e-01 6.752053529365252202e-03
1.490500000000000114e+02 9.522343360888800845e-01 6.402808725172391170e-03
1.490999999999999943e+02 9.552659007814058301e-01 6.142325791222289638e-03
1.491500000000000057e+02 9.579606127066024879e-01 5.984978743072222850e-03
1.492000000000000171e+02 9.601615246012641380e-01 5.935729798556892318e-03
1.492500000000000000e+02 9.617591567395477048e-01 5.988700772447595917e-03
1.493000000000000114e+02 9.627038935107807838e-01 6.128074018486574098e-03
1.493499999999999943e+02 9.630094900656973600e-01 6.331389819310360642e-03
1.494000000000000057e+02 9.627470949166792025e-01 6.574016731993967411e-03
1.494500000000000171e+02 9.620317837381675563e-01 6.833160851822521822e-03
1.495000000000000000e+02 9.610052704093111631e-01 7.090359832302293996e-03
1.495500000000000114e+02 9.598186757015209070e-01 7.332274934574963161e-03
1.495999999999999943e+02 9.586182235826824494e-01 7.550195829956432569e-03
1.496500000000000057e+02 9.575351937392373447e-01 7.738894913694388880e-03
1.497000000000000171e+02 9.566800657061059754e-01 7.895413217667538938e-03
1.497500000000000000e+02 9.561399148512572665e-01 8.018159532581163595e-03
1.498000000000000114e+02 9.559778062963046885e-01 8.106462079640979618e-03
1.498499999999999943e+02 9.562330358761521598e-01 8.160499508524312814e-03
1.499000000000000057e+02 9.569214047566861892e-01 8.181397666400460830e-03
1.499500000000000171e+02 9.580351449802217978e-01 8.171232248345915508e-03
1.500000000000000000e+02 9.595425492000856371e-01 8.132735055235823171e-03
1.500500000000000114e+02 9.613877404929433990e-01 8.068660064893170766e-03
1.500999999999999943e+02 9.634912885520723336e-01 7.980989848728900493e-03
1.501500000000000057e+02 9.657524664117554947e-01 7.870363084023137418e-03
1.502000000000000171e+02 9.680537832558414602e-01 7.736147732560614242e-03
1.502500000000000000e+02 9.702680097702330864e-01 7.577375813768804855e-03
1.503000000000000114e+02 9.722673129033868600e-01 7.394338414268156537e-03
1.503499999999999943e+02 9.739335173634121601e-01 7.190218741042415755e-03
1.504000000000000057e+02 9.751681348710957709e-01 6.971968652162947172e-03
1.504500000000000171e+02 9.759008086771376878e-01 6.749848609592374107e-03
1.505000000000000000e+02 9.760952141247798419e-01 6.535601367429862835e-03
1.505500000000000114e+02 9.757520728391746445e-01 6.339898752979760202e-03
1.505999999999999943e+02 9.749095298066504656e-01 6.170161428216927590e-03
1.506500000000000057e+02 9.736414966493084355e-01 6.029774523386645553e-03
1.507000000000000171e+02 9.720545901706392211e-01 5.919010623504744086e-03
1.507500000000000000e+02 9.702840362033006150e-01 5.836969791795727953e-03
1.508000000000000114e+02 9.684884986502413362e-01 5.783184151778909994e-03
1.508499999999999943e+02 9.668433999301260240e-01 5.757659719248673681e-03
1.509000000000000057e+02 9.655320840231066404e-01 5.759023351596119673e-03
1.509500000000000171e+02 9.647342715446475259e-01 5.781684421502011721e-03
1.510000000000000000e+02 9.646117490344450207e-01 5.813814181915235961e-03
1.510500000000000114e+02 9.652921039992408136e-01 5.837816167693526612e-03
1.510999999999999943e+02 9.668523894736266167e-01 5.833752128928767176e-03
1.511500000000000057e+02 9.693055259868559315e-01 5.784684991682030770e-03
1.512000000000000171e+02 9.725925726587578701e-01 5.682010971790016005e-03
1.512500000000000000e+02 9.765833664681616844e-01 5.528828663268322598e-03
1.513000000000000114e+02 9.810864222736362938e-01 5.339950863348640400e-03
1.513499999999999943e+02 9.858668492856552668e-01 5.138072971013723025e-03
1.514000000000000057e+02 9.906691351671168544e-01 4.946916502308433550e-03
1.514500000000000171e+02 9.952406891945491108e-01 4.783819765860185952e-03
1.515000000000000000e+02 9.993523140857047959e-01 4.655381802956317858e-03
1.515500000000000114e+02 1.002813047763962961e+00 4.558807440396085708e-03
1.515999999999999943e+02 1.005478490608890718e+00 4.488343273285640318e-03
1.516500000000000057e+02 1.007253208389055965e+00 4.443114050699560613e-03
1.517000000000000171e+02 1.008088715068809815e+00 4.432128028916025413e-03
1.517500000000000000e+02 1.007978832336039687e+00 4.473749059169503453e-03
1.518000000000000114e+02 1.006954039948542823e+00 4.589202194415534578e-03
1.518499999999999943e+02 1.005075986917153719e+00 4.792641689440316731e-03
1.519000000000000057e+02 1.002432809840180239e+00 5.083071000252519997e-03
1.519500000000000171e+02 9.991354130989011928e-01 5.442708953370667228e-03
1.520000000000000000e+02 9.953144578227151040e-01 5.841689340848268616e-03
1.520500000000000114e+02 9.911175050828308075e-01 6.245215905824962922e-03
1.520999999999999943e+02 9.867055871509050613e-01 6.619687085097573052e-03
1.521500000000000057e+02 9.822484784955739512e-01 6.936598736551905821e-03
1.522000000000000171e+02 9.779181528686936575e-01 7.174522649336267932e-03
1.522500000000000000e+02 9.738803652096167385e-01 7.319821796578670874e-03
1.523000000000000114e+02 9.702849326022074949e-01 7.366655658782513515e-03
1.523499999999999943e+02 9.672559442538315455e-01 7.316651121591711930e-03
1.524000000000000057e+02 9.648835589644526589e-01 7.178438852673440194e-03
1.524500000000000171e+02 9.632190172533096062e-01 6.967059403509276612e-03
1.525000000000000000e+02 9.622739236173911692e-01 6.703044221190165158e-03
1.525500000000000114e+02 9.620238973478532074e-01 6.410848639845112898e-03
1.525999999999999943e+02 9.624156901530660502e-01 6.116356139931329421e-03
1.526500000000000057e+02 9.633761864729687430e-01 5.843473183219885514e-03
1.527000000000000171e+02 9.648215376036529678e-01 5.610403196851332895e-03
1.527500000000000000e+02 9.666649985833748460e-01 5.426811682339520090e-03
1.528000000000000114e+02 9.688226305892405632e-01 5.293238253388610030e-03
1.528499999999999943e+02 9.712166560682290450e-01 5.203306022570949006e-03
1.529000000000000057e+02 9.737767347013522867e-01 5.147855193068059595e-03
1.529500000000000171e+02 9.764397004956383297e-01 5.119156596115462254e-03
1.530000000000000000e+02 9.791483849420989927e-01 5.113501584260666220e-03
1.530500000000000114e+02 9.818501089225516454e-01 5.131371106663617197e-03
1.530999999999999943e+02 9.844953177087086837e-01 5.175407117224254533e-03
1.531500000000000057e+02 9.870366999261170893e-01 5.247234007386818513e-03
1.532000000000000171e+02 9.894289910503494268e-01 5.344655635106198774e-03
1.532500000000000000e+02 9.916295179188501230e-01 5.460615101809176801e-03
1.533000000000000114e+02 9.935993920479074815e-01 5.584444211699012527e-03
1.533499999999999943e+02 9.953051124309627573e-01 5.704783941785068931e-03
1.534000000000000057e+02 9.967202130310588437e-01 5.812817138599533397e-03
1.534500000000000171e+02 9.978265196197774189e-01 5.904437120133549169e-03
1.535000000000000000e+02 9.986146009721009742e-01 5.980519403052966115e-03
1.535500000000000114e+02 9.990831312825617649e-01 6.045279757267106417e-03
1.536000000000000227e+02 9.992371111703659547e-01 6.103539480494984786e-03
1.536500000000000057e+02 9.990851713264252698e-01 6.158253575179284227e-03
1.537000000000000171e+02 9.986364272914518558e-01 6.209520894651480126e-03
1.537500000000000000e+02 9.978974918138241446e-01 6.255429388614341946e-03
1.538000000000000114e+02 9.968702442271833997e-01 6.293996654390726989e-03
1.538500000000000227e+02 9.955508166146698201e-01 6.324873376786816978e-03
1.539000000000000057e+02 9.939300378973282557e-01 6.349726586781242500e-03
1.539500000000000171e+02 9.919953477200967873e-01 6.371082822986420466e-03
1.540000000000000000e+02 9.897340067098698846e-01 6.390373585249069233e-03
1.540500000000000114e+02 9.871373126233012885e-01 6.406484771355987380e-03
1.541000000000000227e+02 9.842054759128059382e-01 6.415960111342051096e-03
1.541500000000000057e+02 9.809527844655464568e-01 6.415200762321240230e-03
1.542000000000000171e+02 9.774126588823959239e-01 6.403962401044383489e-03
1.542500000000000000e+02 9.736421351120979617e-01 6.388653380921820342e-03
1.543000000000000114e+02 9.697251965684648978e-01 6.383605542775476135e-03
1.543500000000000227e+02 9.657742291820126113e-01 6.408731608944969078e-03
1.544000000000000057e+02 9.619287482646048382e-01 6.483140455946265202e-03
1.544500000000000171e+02 9.583505498252194998e-01 6.616593279946407676e-03
1.545000000000000000e+02 9.552147039698677400e-01 6.803016855113230496e-03
1.545500000000000114e+02 9.526964416600385288e-01 7.020091113099421326e-03
1.546000000000000227e+02 9.509549801693014670e-01 7.235422159138075147e-03
1.546500000000000057e+02 9.501164753055657552e-01 7.416031856429044014e-03
1.547000000000000171e+02 9.502591572803006370e-01 7.536939240322209493e-03
1.547500000000000000e+02 9.514038140298967106e-01 7.586117433049834567e-03
1.548000000000000114e+02 9.535118534808237900e-01 7.565105396455774379e-03
1.548500000000000227e+02 9.564913816112787792e-01 7.486023486819191365e-03
1.549000000000000057e+02 9.602097069967310272e-01 7.366618666118756632e-03
1.549500000000000171e+02 9.645092032883199051e-01 7.225280068785727705e-03
1.550000000000000000e+02 9.692230336446195915e-01 7.077636220276429038e-03
1.550500000000000114e+02 9.741878599581911269e-01 6.935427494614941971e-03
1.551000000000000227e+02 9.792518994176139246e-01 6.807228708980882920e-03
1.551500000000000057e+02 9.842780070889198818e-01 6.699840888378748478e-03
1.552000000000000171e+02 9.891424687627566881e-01 6.619125911786631448e-03
1.552500000000000000e+02 9.937307595550723960e-01 6.569638178159501948e-03
1.553000000000000114e+02 9.979317454871186044e-01 6.553239336370374028e-03
1.553500000000000227e+02 1.001631848515899703e+00 6.567551574306591464e-03
1.554000000000000057e+02 1.004710706915553420e+00 6.605300659701634179e-03
1.554500000000000171e+02 1.007039894291834825e+00 6.655226216798424028e-03
1.555000000000000000e+02 1.008486232987842346e+00 6.704505511880834087e-03
1.555500000000000114e+02 1.008920938874504403e+00 6.741944027394048550e-03
1.556000000000000227e+02 1.008234974448748877e+00 6.760817254464193335e-03
1.556500000000000057e+02 1.006359358047529851e+00 6.760271859879697816e-03
1.557000000000000171e+02 1.003286924278854686e+00 6.744622267384948848e-03
1.557500000000000000e+02 9.990899028341475585e-01 6.720738344548054556e-03
1.558000000000000114e+02 9.939269561521263396e-01 6.694796950992771764e-03
1.558500000000000227e+02 9.880351342048232510e-01 6.670259952435923095e-03
1.559000000000000057e+02 9.817065514875725762e-01 6.648285718831982959e-03
1.559500000000000171e+02 9.752547718989075243e-01 6.630076014933473233e-03
1.560000000000000000e+02 9.689793167753787406e-01 6.619238461258277612e-03
1.560500000000000114e+02 9.631366597054022982e-01 6.622282261732441444e-03
1.561000000000000227e+02 9.579228691231372883e-01 6.646721881595810642e-03
1.561500000000000057e+02 9.534686805824268419e-01 6.697839924303288124e-03
1.562000000000000171e+02 9.498443255917934369e-01 6.775932712490418362e-03
1.562500000000000000e+02 9.470699308997798660e-01 6.875473985502732373e-03
1.563000000000000114e+02 9.451275344021989877e-01 6.986484943357991820e-03
1.563500000000000227e+02 9.439719412971754320e-01 7.097324463432822840e-03
1.564000000000000057e+02 9.435390061392785466e-01 7.197708404220945488e-03
1.564500000000000171e+02 9.437510457577575895e-01 7.280994602422531832e-03
1.565000000000000000e+02 9.445198493910609283e-01 7.345229502487528143e-03
1.565500000000000114e+02 9.457482033720483461e-01 7.392856938428655697e-03
1.566000000000000227e+02 9.473310602016681292e-01 7.429314394839002869e-03
1.566500000000000057e+02 9.491574779007406759e-01 7.461053587783822959e-03
1.567000000000000171e+02 9.511142028539572024e-01 7.493767995067527644e-03
1.567500000000000000e+02 9.530912367402261109e-01 7.531575222207844561e-03
1.568000000000000114e+02 9.549889727345365342e-01 7.577411044662627805e-03
1.568500000000000227e+02 9.567257140651936886e-01 7.634104249942742781e-03
1.569000000000000057e+02 9.582439155023305677e-01 7.705045145844063165e-03
1.569500000000000171e+02 9.595135825289033971e-01 7.793541311682765718e-03
1.570000000000000000e+02 9.605319511219714279e-01 7.900868174039609240e-03
1.570500000000000114e+02 9.613195774986251774e-01 8.024053070490892378e-03
1.571000000000000227e+02 9.619138575641600353e-01 8.154788412784533605e-03
1.571500000000000057e+02 9.623614315348888448e-01 8.280267061364664227e-03
1.572000000000000171e+02 9.627108370761295886e-01 8.385671592679139197e-03
1.572500000000000000e+02 9.630063254841644271e-01 8.457317467866671407e-03
1.573000000000000114e+02 9.632832135477857882e-01 8.485396714482179234e-03
1.573500000000000227e+02 9.635647164268225096e-01 8.465663422242558633e-03
1.574000000000000057e+02 9.638599840301501631e-01 8.399852554825554610e-03
1.574500000000000171e+02 9.641630354723708107e-01 8.294930919838112635e-03
1.575000000000000000e+02 9.644523937129236835e-01 8.161465649865699140e-03
1.575500000000000114e+02 9.646913954365722299e-01 8.011556193396085143e-03
1.576000000000000227e+02 9.648293259550554390e-01 7.856938042421946974e-03
1.576500000000000057e+02 9.648036489707840779e-01 7.707925117520540194e-03
1.577000000000000171e+02 9.645436157728048965e-01 7.573624110770468473e-03
1.577500000000000000e+02 9.639754102543317549e-01 7.463232673499018040e-03
1.578000000000000114e+02 9.630287102002603739e-01 7.387424859938216196e-03
1.578500000000000227e+02 9.616441730553076939e-01 7.358362736090580218e-03
1.579000000000000057e+02 9.597810012094762921e-01 7.387360156496007926e-03
1.579500000000000171e+02 9.574235574975196172e-01 7.480810892575201314e-03
1.580000000000000000e+02 9.545861018685323218e-01 7.636782525363768927e-03
1.580500000000000114e+02 9.513151115074796049e-01 7.844979366316747957e-03
1.581000000000000227e+02 9.476891970329411885e-01 8.090822598306929292e-03
1.581500000000000057e+02 9.438171155243203492e-01 8.361634014768720702e-03
1.582000000000000171e+02 9.398346020851134908e-01 8.651529194421121380e-03
1.582500000000000000e+02 9.359006032983751000e-01 8.962291124769041287e-03
1.583000000000000114e+02 9.321930521109157430e-01 9.299459363792689920e-03
1.583500000000000227e+02 9.289037412085692225e-01 9.665243392238637848e-03
1.584000000000000057e+02 9.262313513196155368e-01 1.005176113233938531e-02
1.584500000000000171e+02 9.243714982772619493e-01 1.043837573771981032e-02
1.585000000000000000e+02 9.235029743121827561e-01 1.079503814896971489e-02
1.585500000000000114e+02 9.237702869707525855e-01 1.109060304131228789e-02
1.586000000000000227e+02 9.252640734330612737e-01 1.130284636939665917e-02
1.586500000000000057e+02 9.280026267316051625e-01 1.142620898061344308e-02
1.587000000000000171e+02 9.319189437894266348e-01 1.147392195438020138e-02
1.587500000000000000e+02 9.368576250505198377e-01 1.147293925925288276e-02
1.588000000000000114e+02 9.425841938171105605e-01 1.145305684027811757e-02
1.588500000000000227e+02 9.488063011392080526e-01 1.143498443974245299e-02
1.589000000000000057e+02 9.552029800101017321e-01 1.142362152408875689e-02
1.589500000000000171e+02 9.614560070980029405e-01 1.141016048489647619e-02
1.590000000000000000e+02 9.672773653290971385e-01 1.138116529400231593e-02
